timestamp,pid,x,y,z,device_serial,device_number,entry_time
1548137663000.0000000000,4,-22.0000000000,-54.0000000000,26.0000000000,A01A3A,5,1548137663000
1548137663031.2500000000,4,-22.0000000000,-54.0000000000,27.0000000000,A01A3A,5,1548137663000
1548137663062.5000000000,4,-22.0000000000,-54.0000000000,26.0000000000,A01A3A,5,1548137663000
1548137663093.7500000000,4,-22.0000000000,-54.0000000000,26.0000000000,A01A3A,5,1548137663000
1548137663125.0000000000,4,-21.0000000000,-54.0000000000,26.0000000000,A01A3A,5,1548137663000
1548137663156.2500000000,4,-21.0000000000,-54.0000000000,26.0000000000,A01A3A,5,1548137663000
1548137663187.5000000000,4,-21.0000000000,-54.0000000000,26.0000000000,A01A3A,5,1548137663000
1548137663218.7500000000,4,-22.0000000000,-53.0000000000,27.0000000000,A01A3A,5,1548137663000
1548137663250.0000000000,4,-22.0000000000,-53.0000000000,26.0000000000,A01A3A,5,1548137663000
1548137663281.2500000000,4,-21.0000000000,-54.0000000000,26.0000000000,A01A3A,5,1548137663000
1548137663312.5000000000,4,-21.0000000000,-54.0000000000,27.0000000000,A01A3A,5,1548137663000
1548137663343.7500000000,4,-21.0000000000,-53.0000000000,26.0000000000,A01A3A,5,1548137663000
1548137663375.0000000000,4,-21.0000000000,-53.0000000000,27.0000000000,A01A3A,5,1548137663000
1548137663406.2500000000,4,-21.0000000000,-54.0000000000,27.0000000000,A01A3A,5,1548137663000
1548137663437.5000000000,4,-21.0000000000,-54.0000000000,26.0000000000,A01A3A,5,1548137663000
1548137663468.7500000000,4,-21.0000000000,-54.0000000000,25.0000000000,A01A3A,5,1548137663000
1548137663500.0000000000,4,-22.0000000000,-54.0000000000,26.0000000000,A01A3A,5,1548137663000
1548137663531.2500000000,4,-22.0000000000,-53.0000000000,27.0000000000,A01A3A,5,1548137663000
1548137663562.5000000000,4,-22.0000000000,-53.0000000000,27.0000000000,A01A3A,5,1548137663000
1548137663593.7500000000,4,-22.0000000000,-53.0000000000,26.0000000000,A01A3A,5,1548137663000
1548137663625.0000000000,4,-22.0000000000,-54.0000000000,27.0000000000,A01A3A,5,1548137663000
1548137663656.2500000000,4,-22.0000000000,-53.0000000000,27.0000000000,A01A3A,5,1548137663000
1548137663687.5000000000,4,-22.0000000000,-53.0000000000,27.0000000000,A01A3A,5,1548137663000
1548137663718.7500000000,4,-21.0000000000,-54.0000000000,26.0000000000,A01A3A,5,1548137663000
1548137663750.0000000000,4,-21.0000000000,-54.0000000000,26.0000000000,A01A3A,5,1548137663000
1548137663781.2500000000,4,-21.0000000000,-54.0000000000,27.0000000000,A01A3A,5,1548137663000
1548137663812.5000000000,4,-20.0000000000,-53.0000000000,27.0000000000,A01A3A,5,1548137663000
1548137663843.7500000000,4,-21.0000000000,-53.0000000000,26.0000000000,A01A3A,5,1548137663000
1548137663875.0000000000,4,-22.0000000000,-53.0000000000,28.0000000000,A01A3A,5,1548137663000
1548137663906.2500000000,4,-22.0000000000,-53.0000000000,27.0000000000,A01A3A,5,1548137663000
1548137663937.5000000000,4,-22.0000000000,-53.0000000000,27.0000000000,A01A3A,5,1548137663000
1548137663968.7500000000,4,-22.0000000000,-53.0000000000,27.0000000000,A01A3A,5,1548137663000
1548137664000.0000000000,4,-21.0000000000,-53.0000000000,26.0000000000,A01A3A,5,1548137663000
1548137664031.2500000000,4,-21.0000000000,-54.0000000000,27.0000000000,A01A3A,5,1548137663000
1548137664062.5000000000,4,-22.0000000000,-54.0000000000,26.0000000000,A01A3A,5,1548137663000
1548137664093.7500000000,4,-23.0000000000,-54.0000000000,26.0000000000,A01A3A,5,1548137663000
1548137664125.0000000000,4,-23.0000000000,-54.0000000000,25.0000000000,A01A3A,5,1548137663000
1548137664156.2500000000,4,-20.0000000000,-53.0000000000,27.0000000000,A01A3A,5,1548137663000
1548137664187.5000000000,4,-19.0000000000,-53.0000000000,29.0000000000,A01A3A,5,1548137663000
1548137664218.7500000000,4,-22.0000000000,-53.0000000000,27.0000000000,A01A3A,5,1548137663000
1548137664250.0000000000,4,-22.0000000000,-53.0000000000,27.0000000000,A01A3A,5,1548137663000
1548137664281.2500000000,4,-21.0000000000,-54.0000000000,26.0000000000,A01A3A,5,1548137663000
1548137664312.5000000000,4,-21.0000000000,-54.0000000000,26.0000000000,A01A3A,5,1548137663000
1548137664343.7500000000,4,-21.0000000000,-54.0000000000,26.0000000000,A01A3A,5,1548137663000
1548137664375.0000000000,4,-21.0000000000,-54.0000000000,26.0000000000,A01A3A,5,1548137663000
1548137664406.2500000000,4,-22.0000000000,-53.0000000000,27.0000000000,A01A3A,5,1548137663000
1548137664437.5000000000,4,-22.0000000000,-53.0000000000,27.0000000000,A01A3A,5,1548137663000
1548137664468.7500000000,4,-22.0000000000,-54.0000000000,26.0000000000,A01A3A,5,1548137663000
1548137664500.0000000000,4,-22.0000000000,-54.0000000000,26.0000000000,A01A3A,5,1548137663000
1548137664531.2500000000,4,-22.0000000000,-53.0000000000,26.0000000000,A01A3A,5,1548137663000
1548137664562.5000000000,4,-21.0000000000,-53.0000000000,27.0000000000,A01A3A,5,1548137663000
1548137664593.7500000000,4,-21.0000000000,-53.0000000000,27.0000000000,A01A3A,5,1548137663000
1548137664625.0000000000,4,-22.0000000000,-54.0000000000,27.0000000000,A01A3A,5,1548137663000
1548137664656.2500000000,4,-22.0000000000,-54.0000000000,26.0000000000,A01A3A,5,1548137663000
1548137664687.5000000000,4,-22.0000000000,-54.0000000000,26.0000000000,A01A3A,5,1548137663000
1548137664718.7500000000,4,-21.0000000000,-54.0000000000,26.0000000000,A01A3A,5,1548137663000
1548137664750.0000000000,4,-22.0000000000,-53.0000000000,27.0000000000,A01A3A,5,1548137663000
1548137664781.2500000000,4,-22.0000000000,-53.0000000000,26.0000000000,A01A3A,5,1548137663000
1548137664812.5000000000,4,-21.0000000000,-54.0000000000,26.0000000000,A01A3A,5,1548137663000
1548137664843.7500000000,4,-21.0000000000,-54.0000000000,26.0000000000,A01A3A,5,1548137663000
1548137664875.0000000000,4,-22.0000000000,-54.0000000000,26.0000000000,A01A3A,5,1548137663000
1548137664906.2500000000,4,-22.0000000000,-53.0000000000,26.0000000000,A01A3A,5,1548137663000
1548137664937.5000000000,4,-23.0000000000,-54.0000000000,25.0000000000,A01A3A,5,1548137663000
1548137664968.7500000000,4,-21.0000000000,-53.0000000000,27.0000000000,A01A3A,5,1548137663000
1548137665000.0000000000,4,-21.0000000000,-53.0000000000,28.0000000000,A01A3A,5,1548137663000
1548137665031.2500000000,4,-21.0000000000,-53.0000000000,27.0000000000,A01A3A,5,1548137663000
1548137665062.5000000000,4,-22.0000000000,-54.0000000000,26.0000000000,A01A3A,5,1548137663000
1548137665093.7500000000,4,-22.0000000000,-54.0000000000,26.0000000000,A01A3A,5,1548137663000
1548137665125.0000000000,4,-21.0000000000,-54.0000000000,26.0000000000,A01A3A,5,1548137663000
1548137665156.2500000000,4,-22.0000000000,-54.0000000000,26.0000000000,A01A3A,5,1548137663000
1548137665187.5000000000,4,-22.0000000000,-54.0000000000,27.0000000000,A01A3A,5,1548137663000
1548137665218.7500000000,4,-22.0000000000,-53.0000000000,27.0000000000,A01A3A,5,1548137663000
1548137665250.0000000000,4,-21.0000000000,-53.0000000000,26.0000000000,A01A3A,5,1548137663000
1548137665281.2500000000,4,-21.0000000000,-54.0000000000,26.0000000000,A01A3A,5,1548137663000
1548137665312.5000000000,4,-21.0000000000,-53.0000000000,27.0000000000,A01A3A,5,1548137663000
1548137665343.7500000000,4,-21.0000000000,-54.0000000000,26.0000000000,A01A3A,5,1548137663000
1548137665375.0000000000,4,-22.0000000000,-54.0000000000,26.0000000000,A01A3A,5,1548137663000
1548137665406.2500000000,4,-23.0000000000,-54.0000000000,26.0000000000,A01A3A,5,1548137663000
1548137665437.5000000000,4,-22.0000000000,-53.0000000000,26.0000000000,A01A3A,5,1548137663000
1548137665468.7500000000,4,-22.0000000000,-53.0000000000,26.0000000000,A01A3A,5,1548137663000
1548137665500.0000000000,4,-22.0000000000,-53.0000000000,27.0000000000,A01A3A,5,1548137663000
1548137665531.2500000000,4,-23.0000000000,-53.0000000000,27.0000000000,A01A3A,5,1548137663000
1548137665562.5000000000,4,-21.0000000000,-53.0000000000,27.0000000000,A01A3A,5,1548137663000
1548137665593.7500000000,4,-21.0000000000,-54.0000000000,26.0000000000,A01A3A,5,1548137663000
1548137665625.0000000000,4,-20.0000000000,-54.0000000000,26.0000000000,A01A3A,5,1548137663000
1548137665656.2500000000,4,-21.0000000000,-54.0000000000,26.0000000000,A01A3A,5,1548137663000
1548137665687.5000000000,4,-21.0000000000,-53.0000000000,27.0000000000,A01A3A,5,1548137663000
1548137665718.7500000000,4,-21.0000000000,-53.0000000000,27.0000000000,A01A3A,5,1548137663000
1548137665750.0000000000,4,-22.0000000000,-54.0000000000,27.0000000000,A01A3A,5,1548137663000
1548137665781.2500000000,4,-21.0000000000,-54.0000000000,27.0000000000,A01A3A,5,1548137663000
1548137665812.5000000000,4,-21.0000000000,-53.0000000000,28.0000000000,A01A3A,5,1548137663000
1548137665843.7500000000,4,-21.0000000000,-53.0000000000,27.0000000000,A01A3A,5,1548137663000
1548137665875.0000000000,4,-21.0000000000,-54.0000000000,27.0000000000,A01A3A,5,1548137663000
1548137665906.2500000000,4,-21.0000000000,-53.0000000000,27.0000000000,A01A3A,5,1548137663000
1548137665937.5000000000,4,-21.0000000000,-53.0000000000,27.0000000000,A01A3A,5,1548137663000
1548137665968.7500000000,4,-21.0000000000,-53.0000000000,27.0000000000,A01A3A,5,1548137663000
1548137666000.0000000000,4,-20.0000000000,-53.0000000000,27.0000000000,A01A3A,5,1548137663000
1548137666031.2500000000,4,-21.0000000000,-53.0000000000,27.0000000000,A01A3A,5,1548137663000
1548137666062.5000000000,4,-21.0000000000,-53.0000000000,28.0000000000,A01A3A,5,1548137663000
1548137666093.7500000000,4,-22.0000000000,-53.0000000000,27.0000000000,A01A3A,5,1548137663000
1548137666125.0000000000,4,-21.0000000000,-54.0000000000,27.0000000000,A01A3A,5,1548137663000
