timestamp,pid,x,y,z,device_serial,device_number,entry_time
1548831328000.0000000000,12,-44.0000000000,-9.0000000000,44.0000000000,A01BBE,5,1548831328000
1548831328031.2500000000,12,-41.0000000000,-9.0000000000,47.0000000000,A01BBE,5,1548831328000
1548831328062.5000000000,12,-40.0000000000,-9.0000000000,47.0000000000,A01BBE,5,1548831328000
1548831328093.7500000000,12,-42.0000000000,-9.0000000000,46.0000000000,A01BBE,5,1548831328000
1548831328125.0000000000,12,-41.0000000000,-9.0000000000,46.0000000000,A01BBE,5,1548831328000
1548831328156.2500000000,12,-40.0000000000,-8.0000000000,50.0000000000,A01BBE,5,1548831328000
1548831328187.5000000000,12,-50.0000000000,-8.0000000000,40.0000000000,A01BBE,5,1548831328000
1548831328218.7500000000,12,-49.0000000000,-11.0000000000,41.0000000000,A01BBE,5,1548831328000
1548831328250.0000000000,12,-37.0000000000,-10.0000000000,50.0000000000,A01BBE,5,1548831328000
1548831328281.2500000000,12,-37.0000000000,-9.0000000000,51.0000000000,A01BBE,5,1548831328000
1548831328312.5000000000,12,-43.0000000000,-10.0000000000,45.0000000000,A01BBE,5,1548831328000
1548831328343.7500000000,12,-43.0000000000,-10.0000000000,45.0000000000,A01BBE,5,1548831328000
1548831328375.0000000000,12,-41.0000000000,-10.0000000000,47.0000000000,A01BBE,5,1548831328000
1548831328406.2500000000,12,-42.0000000000,-10.0000000000,46.0000000000,A01BBE,5,1548831328000
1548831328437.5000000000,12,-42.0000000000,-10.0000000000,46.0000000000,A01BBE,5,1548831328000
1548831328468.7500000000,12,-42.0000000000,-10.0000000000,46.0000000000,A01BBE,5,1548831328000
1548831328500.0000000000,12,-41.0000000000,-10.0000000000,47.0000000000,A01BBE,5,1548831328000
1548831328531.2500000000,12,-40.0000000000,-10.0000000000,47.0000000000,A01BBE,5,1548831328000
1548831328562.5000000000,12,-43.0000000000,-10.0000000000,45.0000000000,A01BBE,5,1548831328000
1548831328593.7500000000,12,-40.0000000000,-9.0000000000,48.0000000000,A01BBE,5,1548831328000
1548831328625.0000000000,12,-41.0000000000,-9.0000000000,47.0000000000,A01BBE,5,1548831328000
