timestamp,pid,x,y,z,device_serial,device_number,entry_time
1552378385000.0000000000,22,-12.0000000000,7.0000000000,61.0000000000,A01A3A,5,1552378385000
1552378385031.2500000000,22,-12.0000000000,7.0000000000,61.0000000000,A01A3A,5,1552378385000
1552378385062.5000000000,22,-12.0000000000,7.0000000000,61.0000000000,A01A3A,5,1552378385000
1552378385093.7500000000,22,-12.0000000000,7.0000000000,61.0000000000,A01A3A,5,1552378385000
1552378385125.0000000000,22,-12.0000000000,7.0000000000,62.0000000000,A01A3A,5,1552378385000
1552378385156.2500000000,22,-13.0000000000,7.0000000000,61.0000000000,A01A3A,5,1552378385000
1552378385187.5000000000,22,-12.0000000000,7.0000000000,61.0000000000,A01A3A,5,1552378385000
1552378385218.7500000000,22,-12.0000000000,7.0000000000,61.0000000000,A01A3A,5,1552378385000
1552378385250.0000000000,22,-12.0000000000,7.0000000000,61.0000000000,A01A3A,5,1552378385000
1552378385281.2500000000,22,-12.0000000000,7.0000000000,61.0000000000,A01A3A,5,1552378385000
1552378385312.5000000000,22,-12.0000000000,7.0000000000,61.0000000000,A01A3A,5,1552378385000
1552378385343.7500000000,22,-12.0000000000,7.0000000000,61.0000000000,A01A3A,5,1552378385000
1552378385375.0000000000,22,-12.0000000000,7.0000000000,61.0000000000,A01A3A,5,1552378385000
1552378385406.2500000000,22,-13.0000000000,7.0000000000,61.0000000000,A01A3A,5,1552378385000
1552378385437.5000000000,22,-13.0000000000,7.0000000000,61.0000000000,A01A3A,5,1552378385000
1552378385468.7500000000,22,-12.0000000000,7.0000000000,61.0000000000,A01A3A,5,1552378385000
1552378385500.0000000000,22,-13.0000000000,7.0000000000,61.0000000000,A01A3A,5,1552378385000
1552378385531.2500000000,22,-12.0000000000,7.0000000000,62.0000000000,A01A3A,5,1552378385000
1552378385562.5000000000,22,-13.0000000000,7.0000000000,61.0000000000,A01A3A,5,1552378385000
1552378385593.7500000000,22,-12.0000000000,7.0000000000,62.0000000000,A01A3A,5,1552378385000
1552378385625.0000000000,22,-13.0000000000,7.0000000000,61.0000000000,A01A3A,5,1552378385000
1552378385656.2500000000,22,-12.0000000000,7.0000000000,61.0000000000,A01A3A,5,1552378385000
1552378385687.5000000000,22,-12.0000000000,7.0000000000,61.0000000000,A01A3A,5,1552378385000
1552378385718.7500000000,22,-12.0000000000,7.0000000000,61.0000000000,A01A3A,5,1552378385000
1552378385750.0000000000,22,-12.0000000000,7.0000000000,62.0000000000,A01A3A,5,1552378385000
1552378385781.2500000000,22,-12.0000000000,7.0000000000,61.0000000000,A01A3A,5,1552378385000
1552378385812.5000000000,22,-12.0000000000,7.0000000000,61.0000000000,A01A3A,5,1552378385000
1552378385843.7500000000,22,-13.0000000000,7.0000000000,61.0000000000,A01A3A,5,1552378385000
1552378385875.0000000000,22,-12.0000000000,7.0000000000,61.0000000000,A01A3A,5,1552378385000
1552378385906.2500000000,22,-12.0000000000,7.0000000000,61.0000000000,A01A3A,5,1552378385000
1552378385937.5000000000,22,-12.0000000000,7.0000000000,61.0000000000,A01A3A,5,1552378385000
1552378385968.7500000000,22,-12.0000000000,7.0000000000,61.0000000000,A01A3A,5,1552378385000
1552378386000.0000000000,22,-12.0000000000,7.0000000000,61.0000000000,A01A3A,5,1552378385000
1552378386031.2500000000,22,-12.0000000000,7.0000000000,61.0000000000,A01A3A,5,1552378385000
1552378386062.5000000000,22,-12.0000000000,7.0000000000,61.0000000000,A01A3A,5,1552378385000
1552378386093.7500000000,22,-12.0000000000,7.0000000000,61.0000000000,A01A3A,5,1552378385000
1552378386125.0000000000,22,-12.0000000000,7.0000000000,61.0000000000,A01A3A,5,1552378385000
1552378386156.2500000000,22,-12.0000000000,7.0000000000,61.0000000000,A01A3A,5,1552378385000
