timestamp,pid,x,y,z,device_serial,device_number,entry_time
1552894607000.0000000000,28,32.0000000000,18.0000000000,51.0000000000,A01525,1,1552894607000
1552894607031.2500000000,28,31.0000000000,17.0000000000,52.0000000000,A01525,1,1552894607000
1552894607062.5000000000,28,32.0000000000,17.0000000000,52.0000000000,A01525,1,1552894607000
1552894607093.7500000000,28,32.0000000000,17.0000000000,52.0000000000,A01525,1,1552894607000
1552894607125.0000000000,28,32.0000000000,18.0000000000,51.0000000000,A01525,1,1552894607000
1552894607156.2500000000,28,33.0000000000,18.0000000000,51.0000000000,A01525,1,1552894607000
1552894607187.5000000000,28,33.0000000000,18.0000000000,51.0000000000,A01525,1,1552894607000
1552894607218.7500000000,28,32.0000000000,16.0000000000,53.0000000000,A01525,1,1552894607000
1552894607250.0000000000,28,31.0000000000,17.0000000000,52.0000000000,A01525,1,1552894607000
1552894607281.2500000000,28,31.0000000000,18.0000000000,51.0000000000,A01525,1,1552894607000
1552894607312.5000000000,28,33.0000000000,18.0000000000,52.0000000000,A01525,1,1552894607000
1552894607343.7500000000,28,32.0000000000,17.0000000000,52.0000000000,A01525,1,1552894607000
1552894607375.0000000000,28,31.0000000000,17.0000000000,51.0000000000,A01525,1,1552894607000
1552894607406.2500000000,28,32.0000000000,17.0000000000,52.0000000000,A01525,1,1552894607000
1552894607437.5000000000,28,31.0000000000,17.0000000000,53.0000000000,A01525,1,1552894607000
1552894607468.7500000000,28,31.0000000000,17.0000000000,52.0000000000,A01525,1,1552894607000
1552894607500.0000000000,28,32.0000000000,18.0000000000,51.0000000000,A01525,1,1552894607000
1552894607531.2500000000,28,32.0000000000,18.0000000000,51.0000000000,A01525,1,1552894607000
1552894607562.5000000000,28,31.0000000000,16.0000000000,55.0000000000,A01525,1,1552894607000
1552894607593.7500000000,28,30.0000000000,15.0000000000,53.0000000000,A01525,1,1552894607000
1552894607625.0000000000,28,33.0000000000,17.0000000000,53.0000000000,A01525,1,1552894607000
1552894607656.2500000000,28,32.0000000000,17.0000000000,52.0000000000,A01525,1,1552894607000
1552894607687.5000000000,28,32.0000000000,17.0000000000,51.0000000000,A01525,1,1552894607000
1552894607718.7500000000,28,31.0000000000,17.0000000000,53.0000000000,A01525,1,1552894607000
1552894607750.0000000000,28,31.0000000000,16.0000000000,54.0000000000,A01525,1,1552894607000
1552894607781.2500000000,28,30.0000000000,16.0000000000,53.0000000000,A01525,1,1552894607000
1552894607812.5000000000,28,30.0000000000,17.0000000000,52.0000000000,A01525,1,1552894607000
1552894607843.7500000000,28,30.0000000000,18.0000000000,52.0000000000,A01525,1,1552894607000
1552894607875.0000000000,28,31.0000000000,17.0000000000,53.0000000000,A01525,1,1552894607000
1552894607906.2500000000,28,31.0000000000,17.0000000000,53.0000000000,A01525,1,1552894607000
1552894607937.5000000000,28,30.0000000000,17.0000000000,53.0000000000,A01525,1,1552894607000
1552894607968.7500000000,28,30.0000000000,17.0000000000,53.0000000000,A01525,1,1552894607000
1552894608000.0000000000,28,30.0000000000,18.0000000000,51.0000000000,A01525,1,1552894607000
1552894608031.2500000000,28,30.0000000000,18.0000000000,52.0000000000,A01525,1,1552894607000
1552894608062.5000000000,28,33.0000000000,17.0000000000,54.0000000000,A01525,1,1552894607000
1552894608093.7500000000,28,32.0000000000,17.0000000000,54.0000000000,A01525,1,1552894607000
1552894608125.0000000000,28,31.0000000000,17.0000000000,53.0000000000,A01525,1,1552894607000
1552894608156.2500000000,28,30.0000000000,18.0000000000,51.0000000000,A01525,1,1552894607000
1552894608187.5000000000,28,30.0000000000,18.0000000000,51.0000000000,A01525,1,1552894607000
1552894608218.7500000000,28,30.0000000000,18.0000000000,52.0000000000,A01525,1,1552894607000
1552894608250.0000000000,28,31.0000000000,17.0000000000,54.0000000000,A01525,1,1552894607000
1552894608281.2500000000,28,27.0000000000,17.0000000000,52.0000000000,A01525,1,1552894607000
1552894608312.5000000000,28,28.0000000000,18.0000000000,50.0000000000,A01525,1,1552894607000
1552894608343.7500000000,28,33.0000000000,18.0000000000,54.0000000000,A01525,1,1552894607000
